"","parentEventID","order","observado","estimado","s.e.","LCL","UCL","grp","cmb_smpEf","verbatimLa","verbatimLo","decimalLat","decimalLon","GrupoBiolo","Tipo","Habitat","Dis_CP","Dis_Oleodu","Dis_Pozo","Dis_Pozact","Dis_Ferroc","Dis_Kale","Dis_Plater","DisBosque","Dis_CobNat","Dis_Cienag","Dis_MGSG","Dis_Dre345","UCSuelo","Cobertura","CobAves","CobHerp","CobCopr","CobMarip","CobHorm","CobColl","CobMam","CobBot","Tam_Parche","Plataf","Dis_PlatEf","Orden","Dis_ViaPri","Dia_ViaSec","Red.Hidrica","CuerpAgua","NomCuerpAg","FInt19meanx","HEH18meanx"
"1","ANH_100","Species richness",8,10.222,2.968,8.306,24.143,"VES",0.369958275382476,"7°18' 25,981"" N","73°49' 37,614"" W",7.30721700024,-73.827115,"Herpetos","T","Vías",2216.45098132,3.77554811857,5502.87910693,8424.27427021,1977.99908983,6173.13385251,6937.20919767,217.921544993,217.921544993,6965.5497725,7970.32534722,2045.72173973,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",6173.13385251,0,2.8524766246,2646.40491361,NA,NA,NA,11,NA
"2","ANH_100","Shannon diversity",7,9.904,2.577,7,14.956,"VES",0.369958275382476,"7°18' 25,981"" N","73°49' 37,614"" W",7.30721700024,-73.827115,"Herpetos","T","Vías",2216.45098132,3.77554811857,5502.87910693,8424.27427021,1977.99908983,6173.13385251,6937.20919767,217.921544993,217.921544993,6965.5497725,7970.32534722,2045.72173973,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",6173.13385251,0,2.8524766246,2646.40491361,NA,NA,NA,11,NA
"3","ANH_100","Simpson diversity",6.125,8.593,2.113,6.125,12.735,"VES",0.369958275382476,"7°18' 25,981"" N","73°49' 37,614"" W",7.30721700024,-73.827115,"Herpetos","T","Vías",2216.45098132,3.77554811857,5502.87910693,8424.27427021,1977.99908983,6173.13385251,6937.20919767,217.921544993,217.921544993,6965.5497725,7970.32534722,2045.72173973,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",6173.13385251,0,2.8524766246,2646.40491361,NA,NA,NA,11,NA
"4","ANH_109","Species richness",6,14.333,11.547,7.096,69.381,"VES",0.789986091794159,"7°22' 42,931"" N","73°52' 48,184"" W",7.37859200024,-73.880051,"Herpetos","T","Herbazal",2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1987.90297097,11819.760745,134.308512745,0,1870.17913746,2040.99857978,611.00037254,"RVCa","Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,33.9255733774,"Kale",1987.90297097,0,1724.23565215,4825.12437241,NA,NA,NA,11,NA
"5","ANH_109","Shannon diversity",5.742,14.735,6.463,5.742,27.402,"VES",0.789986091794159,"7°22' 42,931"" N","73°52' 48,184"" W",7.37859200024,-73.880051,"Herpetos","T","Herbazal",2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1987.90297097,11819.760745,134.308512745,0,1870.17913746,2040.99857978,611.00037254,"RVCa","Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,33.9255733774,"Kale",1987.90297097,0,1724.23565215,4825.12437241,NA,NA,NA,11,NA
"6","ANH_109","Simpson diversity",5.444,14.333,4.771,5.444,23.684,"VES",0.789986091794159,"7°22' 42,931"" N","73°52' 48,184"" W",7.37859200024,-73.880051,"Herpetos","T","Herbazal",2621.08020641,313.658975118,1712.4251117,1712.4251117,4350.70255724,1987.90297097,11819.760745,134.308512745,0,1870.17913746,2040.99857978,611.00037254,"RVCa","Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,33.9255733774,"Kale",1987.90297097,0,1724.23565215,4825.12437241,NA,NA,NA,11,NA
"7","ANH_117","Species richness",5,11,8.832,5.732,54.207,"VES",0.777468706536857,"7°24' 29,819"" N","73°47' 32,136"" W",7.40828300024,-73.79226,"Herpetos","T","Bosque ripario",1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,6483.31882577,17878.785794,0,0,1250.34556023,10812.9671575,621.738218213,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,55.5231894305,"Kale",6483.31882577,0,9172.49771502,63.3444318525,NA,NA,NA,11,NA
"8","ANH_117","Shannon diversity",4.762,11.553,5.484,4.762,22.303,"VES",0.777468706536857,"7°24' 29,819"" N","73°47' 32,136"" W",7.40828300024,-73.79226,"Herpetos","T","Bosque ripario",1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,6483.31882577,17878.785794,0,0,1250.34556023,10812.9671575,621.738218213,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,55.5231894305,"Kale",6483.31882577,0,9172.49771502,63.3444318525,NA,NA,NA,11,NA
"9","ANH_117","Simpson diversity",4.5,11.5,3.822,4.5,18.991,"VES",0.777468706536857,"7°24' 29,819"" N","73°47' 32,136"" W",7.40828300024,-73.79226,"Herpetos","T","Bosque ripario",1869.41343296,2276.30596642,6890.02563213,6890.02563213,4531.26312019,6483.31882577,17878.785794,0,0,1250.34556023,10812.9671575,621.738218213,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,55.5231894305,"Kale",6483.31882577,0,9172.49771502,63.3444318525,NA,NA,NA,11,NA
"10","ANH_133","Species richness",10,12.222,2.968,10.306,26.143,"VES",0.931849791376912,"7°16' 51,136"" N","73°51' 30,420"" W",7.28087100024,-73.85845,"Herpetos","T","Bosque ripario",5160.47181143,4493.33615423,2065.36517366,4727.91314187,5368.07199542,8791.6922704,2475.5275149,0,0,3674.55972873,5697.57717866,3872.18798745,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,27.8725991505,"Platero",2475.5275149,0,4501.68100899,1444.39173489,NA,NA,NA,6.5,NA
"11","ANH_133","Shannon diversity",9.072,12.112,2.065,9.072,16.16,"VES",0.931849791376912,"7°16' 51,136"" N","73°51' 30,420"" W",7.28087100024,-73.85845,"Herpetos","T","Bosque ripario",5160.47181143,4493.33615423,2065.36517366,4727.91314187,5368.07199542,8791.6922704,2475.5275149,0,0,3674.55972873,5697.57717866,3872.18798745,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,27.8725991505,"Platero",2475.5275149,0,4501.68100899,1444.39173489,NA,NA,NA,6.5,NA
"12","ANH_133","Simpson diversity",8.395,12.042,2.049,8.395,16.058,"VES",0.931849791376912,"7°16' 51,136"" N","73°51' 30,420"" W",7.28087100024,-73.85845,"Herpetos","T","Bosque ripario",5160.47181143,4493.33615423,2065.36517366,4727.91314187,5368.07199542,8791.6922704,2475.5275149,0,0,3674.55972873,5697.57717866,3872.18798745,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,27.8725991505,"Platero",2475.5275149,0,4501.68100899,1444.39173489,NA,NA,NA,6.5,NA
"13","ANH_135","Species richness",5,9,4.756,5.635,30.18,"VES",0.301808066759388,"7°14' 17,999"" N","73°52' 46,114"" W",7.238333,-73.879476,"Herpetos","PE","Herbazal",3395.05988363,5492.31331134,1859.87570524,2606.32106097,9088.44113233,13634.0062759,1729.45323228,0,0,11210.0800512,3574.38759235,8961.73612501,NA,"Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,NA,"Platero",1729.45323228,NA,4854.16027011,3450.41739354,NA,NA,NA,NA,NA
"14","ANH_135","Shannon diversity",4.371,7.886,2.797,4.371,13.369,"VES",0.301808066759388,"7°14' 17,999"" N","73°52' 46,114"" W",7.238333,-73.879476,"Herpetos","PE","Herbazal",3395.05988363,5492.31331134,1859.87570524,2606.32106097,9088.44113233,13634.0062759,1729.45323228,0,0,11210.0800512,3574.38759235,8961.73612501,NA,"Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,NA,"Platero",1729.45323228,NA,4854.16027011,3450.41739354,NA,NA,NA,NA,NA
"15","ANH_135","Simpson diversity",3.769,5,1.521,3.769,7.98,"VES",0.301808066759388,"7°14' 17,999"" N","73°52' 46,114"" W",7.238333,-73.879476,"Herpetos","PE","Herbazal",3395.05988363,5492.31331134,1859.87570524,2606.32106097,9088.44113233,13634.0062759,1729.45323228,0,0,11210.0800512,3574.38759235,8961.73612501,NA,"Herbazal",NA,"Herbazal",NA,NA,NA,NA,NA,NA,NA,"Platero",1729.45323228,NA,4854.16027011,3450.41739354,NA,NA,NA,NA,NA
"16","ANH_136","Species richness",11,16,5.477,11.877,39.497,"VES",0.840055632823366,"7°14' 52,472"" N","73°52' 8,130"" W",7.24790900024,-73.868925,"Herpetos","T","Bosque ripario",3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,12462.5770397,1296.08031327,0,0,3772.19952628,3710.94089137,7648.29191517,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,45.7606127029,"Platero",1296.08031327,0,4064.7544514,1877.99430016,NA,NA,NA,2,NA
"17","ANH_136","Shannon diversity",9.213,13.514,3.065,9.213,19.522,"VES",0.840055632823366,"7°14' 52,472"" N","73°52' 8,130"" W",7.24790900024,-73.868925,"Herpetos","T","Bosque ripario",3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,12462.5770397,1296.08031327,0,0,3772.19952628,3710.94089137,7648.29191517,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,45.7606127029,"Platero",1296.08031327,0,4064.7544514,1877.99430016,NA,NA,NA,2,NA
"18","ANH_136","Simpson diversity",7.692,10.063,2.188,7.692,14.351,"VES",0.840055632823366,"7°14' 52,472"" N","73°52' 8,130"" W",7.24790900024,-73.868925,"Herpetos","T","Bosque ripario",3131.28967322,4828.64940675,716.182519488,2937.95539175,8819.04167881,12462.5770397,1296.08031327,0,0,3772.19952628,3710.94089137,7648.29191517,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,45.7606127029,"Platero",1296.08031327,0,4064.7544514,1877.99430016,NA,NA,NA,2,NA
"19","ANH_141","Species richness",6,11,5.915,6.799,37.283,"VES",0.535465924895688,"7°17' 0,438"" N","73°48' 39,827"" W",7.28345500024,-73.811063,"Herpetos","T","Vías",3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,9262.55285003,7603.45617187,15.6757298999,15.6757298999,8765.00762013,4920.99017657,3974.05408405,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",7603.45617187,0,3.47031371622,5268.76462358,NA,NA,NA,1,NA
"20","ANH_141","Shannon diversity",5.173,8.838,3.308,5.173,15.321,"VES",0.535465924895688,"7°17' 0,438"" N","73°48' 39,827"" W",7.28345500024,-73.811063,"Herpetos","T","Vías",3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,9262.55285003,7603.45617187,15.6757298999,15.6757298999,8765.00762013,4920.99017657,3974.05408405,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",7603.45617187,0,3.47031371622,5268.76462358,NA,NA,NA,1,NA
"21","ANH_141","Simpson diversity",4.545,6.417,2.892,4.545,12.085,"VES",0.535465924895688,"7°17' 0,438"" N","73°48' 39,827"" W",7.28345500024,-73.811063,"Herpetos","T","Vías",3459.95773499,1.76345293614,4943.60449854,5378.35203016,2583.06949926,9262.55285003,7603.45617187,15.6757298999,15.6757298999,8765.00762013,4920.99017657,3974.05408405,"PVAa","Vias",NA,"Vías",NA,NA,NA,NA,NA,NA,841.669467865,"Platero",7603.45617187,0,3.47031371622,5268.76462358,NA,NA,NA,1,NA
"22","ANH_148","Species richness",8,20.5,11.295,10.75,64.823,"VES",0.723226703755216,"7°22' 32,635"" N","73°50' 26,365"" W",7.37573200024,-73.840657,"Herpetos","T","Bosque ripario",4829.71146419,1116.64982836,2897.38725802,2897.38725802,5238.11501567,422.415600905,12254.6335921,0,0,4358.77744272,6388.93089546,3163.28693661,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,8.70872486456,"Kale",422.415600905,0,5339.96129574,816.691526363,NA,NA,NA,6.25,NA
"23","ANH_148","Shannon diversity",6.227,11.978,4.277,6.227,20.36,"VES",0.723226703755216,"7°22' 32,635"" N","73°50' 26,365"" W",7.37573200024,-73.840657,"Herpetos","T","Bosque ripario",4829.71146419,1116.64982836,2897.38725802,2897.38725802,5238.11501567,422.415600905,12254.6335921,0,0,4358.77744272,6388.93089546,3163.28693661,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,8.70872486456,"Kale",422.415600905,0,5339.96129574,816.691526363,NA,NA,NA,6.25,NA
"24","ANH_148","Simpson diversity",4.9,6,2.015,4.9,9.95,"VES",0.723226703755216,"7°22' 32,635"" N","73°50' 26,365"" W",7.37573200024,-73.840657,"Herpetos","T","Bosque ripario",4829.71146419,1116.64982836,2897.38725802,2897.38725802,5238.11501567,422.415600905,12254.6335921,0,0,4358.77744272,6388.93089546,3163.28693661,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,8.70872486456,"Kale",422.415600905,0,5339.96129574,816.691526363,NA,NA,NA,6.25,NA
"25","ANH_149","Species richness",9,11.344,2.848,9.362,24.154,"VES",0.94019471488178,"7°21' 7,830"" N","73°49' 32,671"" W",7.35217500024,-73.825742,"Herpetos","T","Bosque ripario",2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,2255.43043597,10660.5218366,0,0,5360.44098506,8481.95185475,2229.33599391,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,68.9071628004,"Kale",2255.43043597,0,3013.11476475,1279.71203328,NA,NA,NA,12,NA
"26","ANH_149","Shannon diversity",8.486,12.598,4.019,8.486,20.475,"VES",0.94019471488178,"7°21' 7,830"" N","73°49' 32,671"" W",7.35217500024,-73.825742,"Herpetos","T","Bosque ripario",2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,2255.43043597,10660.5218366,0,0,5360.44098506,8481.95185475,2229.33599391,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,68.9071628004,"Kale",2255.43043597,0,3013.11476475,1279.71203328,NA,NA,NA,12,NA
"27","ANH_149","Simpson diversity",8.048,14.875,3.022,8.952,20.798,"VES",0.94019471488178,"7°21' 7,830"" N","73°49' 32,671"" W",7.35217500024,-73.825742,"Herpetos","T","Bosque ripario",2751.45842821,104.488896536,5975.95704949,5975.95704949,2792.80420562,2255.43043597,10660.5218366,0,0,5360.44098506,8481.95185475,2229.33599391,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,68.9071628004,"Kale",2255.43043597,0,3013.11476475,1279.71203328,NA,NA,NA,12,NA
"28","ANH_150","Species richness",9,10.25,1.963,9.141,20.117,"VES",0.917941585535466,"7°20' 59,680"" N","73°49' 46,924"" W",7.34991100024,-73.829701,"Herpetos","T","Bosque ripario",2315.92134388,573.348780855,5941.04238573,5941.04238573,2492.8691893,1994.83577759,10213.3255407,0,0,4934.93594831,8078.15932235,1924.19205857,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,18.8753280657,"Kale",1994.83577759,0,2639.59373664,964.890435938,NA,NA,NA,12,NA
"29","ANH_150","Shannon diversity",7.543,9.164,1.224,7.543,11.562,"VES",0.917941585535466,"7°20' 59,680"" N","73°49' 46,924"" W",7.34991100024,-73.829701,"Herpetos","T","Bosque ripario",2315.92134388,573.348780855,5941.04238573,5941.04238573,2492.8691893,1994.83577759,10213.3255407,0,0,4934.93594831,8078.15932235,1924.19205857,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,18.8753280657,"Kale",1994.83577759,0,2639.59373664,964.890435938,NA,NA,NA,12,NA
"30","ANH_150","Simpson diversity",6.391,7.458,1.015,6.391,9.447,"VES",0.917941585535466,"7°20' 59,680"" N","73°49' 46,924"" W",7.34991100024,-73.829701,"Herpetos","T","Bosque ripario",2315.92134388,573.348780855,5941.04238573,5941.04238573,2492.8691893,1994.83577759,10213.3255407,0,0,4934.93594831,8078.15932235,1924.19205857,"PVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,18.8753280657,"Kale",1994.83577759,0,2639.59373664,964.890435938,NA,NA,NA,12,NA
"31","ANH_151","Species richness",13,16.75,4.079,13.664,34.194,"VES",0.824756606397775,"7°21' 57,524"" N","73°47' 50,165"" W",7.36597900024,-73.797268,"Herpetos","T","Bosque ripario",4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,5213.48009059,13782.0381233,0,0,5875.72411933,11283.8654382,1497.09942206,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,19.3209091367,"Kale",5213.48009059,0,4598.61976442,3324.20963395,NA,NA,NA,10,NA
"32","ANH_151","Shannon diversity",10.419,13.413,2.395,10.419,18.107,"VES",0.824756606397775,"7°21' 57,524"" N","73°47' 50,165"" W",7.36597900024,-73.797268,"Herpetos","T","Bosque ripario",4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,5213.48009059,13782.0381233,0,0,5875.72411933,11283.8654382,1497.09942206,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,19.3209091367,"Kale",5213.48009059,0,4598.61976442,3324.20963395,NA,NA,NA,10,NA
"33","ANH_151","Simpson diversity",8.67,10.118,1.572,8.67,13.198,"VES",0.824756606397775,"7°21' 57,524"" N","73°47' 50,165"" W",7.36597900024,-73.797268,"Herpetos","T","Bosque ripario",4764.74298494,3202.50471721,6433.87575454,7203.1880734,2064.80130495,5213.48009059,13782.0381233,0,0,5875.72411933,11283.8654382,1497.09942206,"PVAa","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,19.3209091367,"Kale",5213.48009059,0,4598.61976442,3324.20963395,NA,NA,NA,10,NA
"34","ANH_152","Species richness",6,11,5.915,6.799,37.283,"VES",0.965229485396384,"7°20' 49,812"" N","73°45' 46,512"" W",7.34717000024,-73.76292,"Herpetos","T","Bosque ripario",2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,9122.16296479,15286.193745,0,0,8099.82572711,11103.7935057,1023.83415812,"PVBc2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,183.668761621,"Caracterizacion",9122.16296479,0,2451.79776636,7111.53314084,NA,NA,NA,10,NA
"35","ANH_152","Shannon diversity",4.663,7.177,1.985,4.663,11.068,"VES",0.965229485396384,"7°20' 49,812"" N","73°45' 46,512"" W",7.34717000024,-73.76292,"Herpetos","T","Bosque ripario",2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,9122.16296479,15286.193745,0,0,8099.82572711,11103.7935057,1023.83415812,"PVBc2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,183.668761621,"Caracterizacion",9122.16296479,0,2451.79776636,7111.53314084,NA,NA,NA,10,NA
"36","ANH_152","Simpson diversity",3.789,4.397,1.205,3.789,6.758,"VES",0.965229485396384,"7°20' 49,812"" N","73°45' 46,512"" W",7.34717000024,-73.76292,"Herpetos","T","Bosque ripario",2550.16262916,104.011820653,3098.2126889,10541.1655143,1827.82908326,9122.16296479,15286.193745,0,0,8099.82572711,11103.7935057,1023.83415812,"PVBc2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,183.668761621,"Caracterizacion",9122.16296479,0,2451.79776636,7111.53314084,NA,NA,NA,10,NA
"37","ANH_153","Species richness",9,16.2,8.227,10.201,52.181,"VES",0.652294853963839,"7,3841045","-73,8473915",7.3841045,-73.8473915,"Herpetos","T","Bosque ripario",0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,292.80194752,12907.7171342,46.8714915381,46.8714915381,4363.80019145,5496.46773748,3575.96798577,"PVAa","Palma",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,419.562189,"Kale",292.80194752,0,5342.96323236,1934.00784961,NA,NA,NA,5.5,NA
"38","ANH_153","Shannon diversity",8.151,14.984,5.647,8.151,26.051,"VES",0.652294853963839,"7,3841045","-73,8473915",7.3841045,-73.8473915,"Herpetos","T","Bosque ripario",0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,292.80194752,12907.7171342,46.8714915381,46.8714915381,4363.80019145,5496.46773748,3575.96798577,"PVAa","Palma",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,419.562189,"Kale",292.80194752,0,5342.96323236,1934.00784961,NA,NA,NA,5.5,NA
"39","ANH_153","Simpson diversity",7.348,12.68,4.572,7.348,21.642,"VES",0.652294853963839,"7,3841045","-73,8473915",7.3841045,-73.8473915,"Herpetos","T","Bosque ripario",0,1550.53471658,1721.79748305,1721.79748305,6103.76231745,292.80194752,12907.7171342,46.8714915381,46.8714915381,4363.80019145,5496.46773748,3575.96798577,"PVAa","Palma",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,419.562189,"Kale",292.80194752,0,5342.96323236,1934.00784961,NA,NA,NA,5.5,NA
"40","ANH_154","Species richness",9,12.333,4.472,9.456,33.355,"VES",0.926286509040334,"7°22' 37,369"" N","73°43' 56,208"" W",7.37704700024,-73.73228,"Herpetos","T","Bosque denso",5497.72024775,782.098257309,2567.97564805,11701.2498875,2553.46731253,12387.7616677,19945.5923974,0,0,7071.85971298,13362.502474,2331.10109642,"LVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,662.460780049,"Caracterizacion",12387.7616677,0,5777.45127819,6917.56778495,NA,NA,NA,11,NA
"41","ANH_154","Shannon diversity",7.483,9.806,1.984,7.483,13.695,"VES",0.926286509040334,"7°22' 37,369"" N","73°43' 56,208"" W",7.37704700024,-73.73228,"Herpetos","T","Bosque denso",5497.72024775,782.098257309,2567.97564805,11701.2498875,2553.46731253,12387.7616677,19945.5923974,0,0,7071.85971298,13362.502474,2331.10109642,"LVCb2","Bosque Ripario",NA,"Bosque Ripario",NA,NA,NA,NA,NA,NA,662.460780049,"Caracterizacion",12387.7616677,0,5777.45127819,6917.56778495,NA,NA,NA,11,NA
